Series Name,Series Code,Country Name,Country Code,2019 [YR2019]
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Djibouti,DJI,41.0148010253906
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Dominica,DMA,89.376953125
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Dominican Republic,DOM,81.5932922363281
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Ecuador,ECU,100.285942077637
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Egypt, Arab Rep.",EGY,81.1705169677734
"School enrollment, secondary (% gross)",SE.SEC.ENRR,El Salvador,SLV,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Equatorial Guinea,GNQ,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Eritrea,ERI,42.7937088012695
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Estonia,EST,112.287200927734
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Ethiopia,ETH,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Faroe Islands,FRO,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Fiji,FJI,75.5654525756836
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Finland,FIN,144.613204956055
"School enrollment, secondary (% gross)",SE.SEC.ENRR,France,FRA,104.07689666748
"School enrollment, secondary (% gross)",SE.SEC.ENRR,French Polynesia,PYF,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Gabon,GAB,67.1427764892578
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Gambia, The",GMB,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Georgia,GEO,111.499992370605
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Germany,DEU,101.152557373047
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Ghana,GHA,70.6078872680664
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Gibraltar,GIB,114.369033813477
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Greece,GRC,106.377738952637
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Greenland,GRL,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Grenada,GRD,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Guam,GUM,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Guatemala,GTM,52.6072883605957
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Guinea,GIN,37.9919242858887
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Guinea-Bissau,GNB,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Guyana,GUY,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Haiti,HTI,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Honduras,HND,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Hong Kong SAR, China",HKG,100.14315032959
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Hungary,HUN,102.55980682373
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Iceland,ISL,112.034339904785
"School enrollment, secondary (% gross)",SE.SEC.ENRR,India,IND,72.9614181518555
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Indonesia,IDN,95.78369140625
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Iran, Islamic Rep.",IRN,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Iraq,IRQ,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Ireland,IRL,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Isle of Man,IMN,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Israel,ISR,96.2954177856445
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Italy,ITA,101.740547180176
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Jamaica,JAM,87.9186782836914
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Japan,JPN,102.670066833496
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Jordan,JOR,65.5323104858398
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Kazakhstan,KAZ,101.415771484375
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Kenya,KEN,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Kiribati,KIR,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Korea, Dem. People's Rep.",PRK,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Korea, Rep.",KOR,98.3813018798828
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Kosovo,XKX,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Kuwait,KWT,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Kyrgyz Republic,KGZ,92.7374420166016
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Lao PDR,LAO,64.9903182983398
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Latvia,LVA,107.602462768555
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Lebanon,LBN,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Lesotho,LSO,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Liberia,LBR,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Libya,LBY,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Liechtenstein,LIE,120.044219970703
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Lithuania,LTU,108.445510864258
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Luxembourg,LUX,106.946510314941
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Macao SAR, China",MAC,87.322151184082
"School enrollment, secondary (% gross)",SE.SEC.ENRR,North Macedonia,MKD,77.2823104858398
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Madagascar,MDG,33.9341506958008
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Malawi,MWI,35.0998992919922
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Malaysia,MYS,80.5930786132812
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Maldives,MDV,70.7690811157227
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Mali,MLI,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Malta,MLT,104.505729675293
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Marshall Islands,MHL,110.421463012695
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Mauritania,MRT,37.4504814147949
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Mauritius,MUS,95.7219009399414
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Mexico,MEX,105.515609741211
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Micronesia, Fed. Sts.",FSM,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Moldova,MDA,95.6450500488281
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Monaco,MCO,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Mongolia,MNG,90.4673461914062
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Montenegro,MNE,91.4947280883789
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Morocco,MAR,80.1277923583984
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Mozambique,MOZ,31.9430637359619
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Myanmar,MMR,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Namibia,NAM,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Nauru,NRU,86.3603668212891
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Nepal,NPL,79.3168182373047
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Netherlands,NLD,114.804168701172
"School enrollment, secondary (% gross)",SE.SEC.ENRR,New Caledonia,NCL,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,New Zealand,NZL,120.266319274902
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Nicaragua,NIC,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Niger,NER,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Nigeria,NGA,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Northern Mariana Islands,MNP,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Norway,NOR,119.421340942383
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Oman,OMN,102.221549987793
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Pakistan,PAK,39.6166496276855
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Palau,PLW,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Panama,PAN,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Papua New Guinea,PNG,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Paraguay,PRY,75.8563919067383
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Peru,PER,97.7029800415039
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Philippines,PHL,87.5707855224609
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Poland,POL,109.753303527832
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Portugal,PRT,119.535041809082
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Puerto Rico,PRI,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Qatar,QAT,107.072868347168
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Romania,ROU,86.3203887939453
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Russian Federation,RUS,102.587448120117
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Rwanda,RWA,42.0221290588379
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Samoa,WSM,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,San Marino,SMR,59.8926696777344
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Sao Tome and Principe,STP,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Saudi Arabia,SAU,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Senegal,SEN,45.9415283203125
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Serbia,SRB,94.3028564453125
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Seychelles,SYC,75.2362365722656
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Sierra Leone,SLE,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Singapore,SGP,104.714958190918
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Sint Maarten (Dutch part),SXM,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Slovak Republic,SVK,91.3246917724609
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Slovenia,SVN,111.369567871094
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Solomon Islands,SLB,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Somalia,SOM,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,South Africa,ZAF,111.206802368164
"School enrollment, secondary (% gross)",SE.SEC.ENRR,South Sudan,SSD,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Spain,ESP,118.524719238281
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Sri Lanka,LKA,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,St. Kitts and Nevis,KNA,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,St. Lucia,LCA,88.8767623901367
"School enrollment, secondary (% gross)",SE.SEC.ENRR,St. Martin (French part),MAF,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,St. Vincent and the Grenadines,VCT,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Sudan,SDN,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Suriname,SUR,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Eswatini,SWZ,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Sweden,SWE,136.641006469727
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Switzerland,CHE,104.071113586426
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Syrian Arab Republic,SYR,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Tajikistan,TJK,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Tanzania,TZA,30.0738906860352
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Thailand,THA,113.043365478516
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Timor-Leste,TLS,85.3166580200195
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Togo,TGO,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Tonga,TON,93.5816802978516
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Trinidad and Tobago,TTO,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Tunisia,TUN,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Turkiye,TUR,111.910400390625
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Turkmenistan,TKM,85.9027862548828
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Turks and Caicos Islands,TCA,91.0927810668945
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Tuvalu,TUV,81.1111068725586
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Uganda,UGA,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Ukraine,UKR,84.4568328857422
"School enrollment, secondary (% gross)",SE.SEC.ENRR,United Arab Emirates,ARE,120.530738830566
"School enrollment, secondary (% gross)",SE.SEC.ENRR,United Kingdom,GBR,117.060470581055
"School enrollment, secondary (% gross)",SE.SEC.ENRR,United States,USA,100.063430786133
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Uruguay,URY,119.848533630371
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Uzbekistan,UZB,96.6833114624023
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Vanuatu,VUT,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Venezuela, RB",VEN,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Viet Nam,VNM,93.1537780761719
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Virgin Islands (U.S.),VIR,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,West Bank and Gaza,PSE,88.8878326416016
"School enrollment, secondary (% gross)",SE.SEC.ENRR,"Yemen, Rep.",YEM,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Zambia,ZMB,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Zimbabwe,ZWE,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Afghanistan,AFG,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Albania,ALB,1.018630027771
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Algeria,DZA,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,American Samoa,ASM,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Andorra,AND,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Angola,AGO,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Antigua and Barbuda,ATG,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Argentina,ARG,1.02056002616882
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Armenia,ARM,1.03489995002747
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Aruba,ABW,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Australia,AUS,0.964070022106171
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Austria,AUT,0.980939984321594
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Azerbaijan,AZE,1.01073002815247
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,"Bahamas, The",BHS,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Bahrain,BHR,1.03770005702972
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Bangladesh,BGD,..
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Barbados,BRB,0.998679995536804
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Belarus,BLR,0.992380023002625
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Belgium,BEL,1.0791300535202
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Belize,BLZ,0.988719999790192
"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,Benin,BEN,..
